id_number,Nat,Edad,coding
487,Argentina,66,A_1958_UPPER
317,Argentina,48,A_1976_MID
372,argentina,42,A_1982_MID
1862,MEX,70,M_1954_UPPER
4327,arg,62,A_1962_MID
1630,,73,X_1951_UPPER
1900,argentina,64,A_1960_UPPER
1794,Uruguay,34,U_1990_MID
3198,Brazil,-1,B_X_LOWER
2767,Argentina,83,A_1941_LOWER
3759,México,43,M_1981_LOWER
3405,CH,-1,C_X_LOWER
2844,Paraguay,46,P_1978_LOWER
1210,Brasil,74,B_1950_UPPER
233,MEX,32,M_1992_LOWER
4166,chile,-1,C_X_LOWER
280,uruguay,44,U_1980_MID
4603,uruguay,48,U_1976_LOWER
2820,uruguay,37,U_1987_UPPER
498,PAR,55,P_1969_UPPER
3035,uruguay,76,U_1948_UPPER
4553,Argentina,40,A_1984_MID
4882,URU,49,U_1975_UPPER
2430,Paraguay,-1,P_X_LOWER
2399,MEX,-1,M_X_LOWER
1483,uruguay,77,U_1947_UPPER
2226,Brasil,31,B_1993_LOWER
1069,Brasil,32,B_1992_LOWER
2364,Mexico,41,M_1983_LOWER
1156,uruguay,53,U_1971_LOWER
2746,PAR,47,P_1977_UPPER
3496,BRA,70,B_1954_MID
265,Paraguay,73,P_1951_LOWER
1454,Brazil,73,B_1951_MID
3209,chile,81,C_1943_UPPER
4658,México,28,M_1996_LOWER
1148,MEX,44,M_1980_MID
4743,Uruguay,-1,U_X_LOWER
4723,Paraguay,33,P_1991_LOWER
3030,URU,38,U_1986_LOWER
2703,URU,34,U_1990_UPPER
2957,Mexico,-1,M_X_MID
4066,chile,62,C_1962_MID
4173,Paraguay,48,P_1976_LOWER
4142,CH,-1,C_X_MID
2981,MEX,60,M_1964_UPPER
1031,Brasil,72,B_1952_UPPER
2177,CH,48,C_1976_UPPER
2389,,-1,X_X_LOWER
1205,MEX,57,M_1967_LOWER
4206,argentina,38,A_1986_UPPER
829,Paraguay,62,P_1962_LOWER
357,Brasil,65,B_1959_UPPER
95,PAR,67,P_1957_UPPER
4005,BRA,61,B_1963_LOWER
3145,Mexico,32,M_1992_LOWER
832,México,-1,M_X_LOWER
1304,México,28,M_1996_LOWER
709,Mexico,42,M_1982_UPPER
1095,CH,53,C_1971_UPPER
3091,Mexico,36,M_1988_MID
2943,uruguay,71,U_1953_UPPER
394,BRA,42,B_1982_LOWER
3379,Brazil,26,B_1998_LOWER
3693,chile,78,C_1946_UPPER
618,URU,-1,U_X_LOWER
4647,CH,45,C_1979_MID
609,chile,49,C_1975_MID
4269,México,44,M_1980_LOWER
1108,PAR,34,P_1990_LOWER
3421,PAR,63,P_1961_LOWER
4346,MEX,51,M_1973_LOWER
1054,uruguay,-1,U_X_LOWER
2355,Argentina,81,A_1943_LOWER
160,Brazil,-1,B_X_LOWER
1838,México,65,M_1959_UPPER
4547,PAR,30,P_1994_LOWER
2973,Mexico,39,M_1985_UPPER
2396,chile,76,C_1948_LOWER
1937,Uruguay,66,U_1958_MID
2459,PAR,35,P_1989_MID
484,arg,35,A_1989_UPPER
228,México,52,M_1972_MID
464,México,68,M_1956_LOWER
2678,México,-1,M_X_LOWER
2373,CH,-1,C_X_MID
853,PAR,30,P_1994_LOWER
4052,URU,38,U_1986_UPPER
736,BRA,-1,B_X_LOWER
4224,uruguay,39,U_1985_LOWER
1378,Chile,45,C_1979_LOWER
1468,México,-1,M_X_LOWER
3070,Uruguay,45,U_1979_MID
1785,Paraguay,59,P_1965_LOWER
2501,Uruguay,27,U_1997_MID
4341,Brasil,51,B_1973_LOWER
1743,Paraguay,-1,P_X_LOWER
184,BRA,72,B_1952_LOWER
270,Brasil,47,B_1977_MID
4060,Argentina,53,A_1971_LOWER
1512,arg,36,A_1988_LOWER
4568,CH,62,C_1962_LOWER
3986,uruguay,-1,U_X_LOWER
4717,Argentina,72,A_1952_LOWER
1779,arg,-1,A_X_LOWER
4219,Chile,62,C_1962_MID
4244,México,-1,M_X_LOWER
3242,,30,X_1994_LOWER
4397,CH,71,C_1953_UPPER
1635,uruguay,51,U_1973_MID
2685,MEX,-1,M_X_UPPER
4559,México,50,M_1974_MID
3275,uruguay,30,U_1994_MID
4097,Uruguay,66,U_1958_MID
31,Uruguay,19,U_2005_MID
1062,URU,39,U_1985_LOWER
1587,uruguay,78,U_1946_UPPER
4182,MEX,77,M_1947_UPPER
4556,Paraguay,29,P_1995_LOWER
4306,Brazil,74,B_1950_UPPER
4345,,-1,X_X_LOWER
2697,Mexico,34,M_1990_UPPER
515,México,-1,M_X_LOWER
1130,BRA,62,B_1962_UPPER
1171,CH,43,C_1981_UPPER
3042,CH,76,C_1948_UPPER
213,Chile,36,C_1988_LOWER
4287,Argentina,82,A_1942_LOWER
3825,arg,83,A_1941_LOWER
145,Paraguay,-1,P_X_LOWER
744,Brazil,57,B_1967_MID
3445,Chile,48,C_1976_UPPER
2977,uruguay,40,U_1984_MID
147,Mexico,-1,M_X_MID
504,PAR,33,P_1991_LOWER
1852,PAR,73,P_1951_UPPER
594,argentina,36,A_1988_LOWER
4959,Chile,37,C_1987_UPPER
3026,BRA,64,B_1960_MID
1565,Brazil,35,B_1989_UPPER
716,uruguay,38,U_1986_UPPER
796,Paraguay,64,P_1960_LOWER
2409,Mexico,53,M_1971_UPPER
4262,Argentina,-1,A_X_LOWER
2054,PAR,45,P_1979_UPPER
2708,chile,56,C_1968_LOWER
3313,uruguay,-1,U_X_MID
4731,uruguay,38,U_1986_UPPER
3264,MEX,-1,M_X_LOWER
667,chile,77,C_1947_MID
4960,uruguay,-1,U_X_LOWER
1752,México,53,M_1971_MID
2945,Brazil,66,B_1958_UPPER
2347,México,-1,M_X_LOWER
3449,Chile,36,C_1988_MID
2911,argentina,-1,A_X_LOWER
3506,uruguay,60,U_1964_MID
3128,Mexico,49,M_1975_MID
1280,argentina,75,A_1949_MID
4659,BRA,78,B_1946_UPPER
1232,URU,46,U_1978_LOWER
460,argentina,82,A_1942_MID
697,MEX,58,M_1966_UPPER
4824,URU,-1,U_X_LOWER
4734,PAR,54,P_1970_MID
2624,chile,85,C_1939_UPPER
3351,Mexico,34,M_1990_LOWER
3897,URU,52,U_1972_LOWER
883,argentina,84,A_1940_UPPER
4982,uruguay,48,U_1976_LOWER
3348,arg,44,A_1980_LOWER
3607,Paraguay,30,P_1994_LOWER
1592,Mexico,-1,M_X_MID
2927,argentina,53,A_1971_MID
2474,Chile,50,C_1974_MID
2294,Argentina,78,A_1946_UPPER
1234,Mexico,50,M_1974_MID
273,URU,61,U_1963_UPPER
4740,arg,63,A_1961_LOWER
3931,Uruguay,33,U_1991_MID
348,arg,47,A_1977_UPPER
942,Brasil,-1,B_X_UPPER
1143,,40,X_1984_MID
4558,,58,X_1966_LOWER
2910,Brazil,69,B_1955_UPPER
4420,Chile,69,C_1955_UPPER
1310,Brazil,40,B_1984_MID
1504,México,65,M_1959_UPPER
948,Chile,59,C_1965_LOWER
2674,Uruguay,23,U_2001_UPPER
3183,MEX,65,M_1959_MID
3813,BRA,32,B_1992_LOWER
3472,,49,X_1975_UPPER
3555,uruguay,35,U_1989_MID
2081,CH,-1,C_X_LOWER
3978,MEX,75,M_1949_UPPER
1671,uruguay,44,U_1980_LOWER
2847,Uruguay,44,U_1980_MID
416,PAR,75,P_1949_UPPER
4437,MEX,51,M_1973_LOWER
1438,CH,69,C_1955_UPPER
2668,MEX,35,M_1989_LOWER
2854,Uruguay,55,U_1969_MID
4968,URU,64,U_1960_UPPER
3784,argentina,75,A_1949_UPPER
429,chile,57,C_1967_MID
4756,Chile,54,C_1970_MID
223,PAR,69,P_1955_UPPER
230,BRA,31,B_1993_LOWER
3642,uruguay,63,U_1961_MID
562,PAR,-1,P_X_LOWER
660,uruguay,38,U_1986_UPPER
1684,Uruguay,43,U_1981_MID
4979,Brazil,-1,B_X_LOWER
1100,,67,X_1957_UPPER
2517,MEX,35,M_1989_UPPER
698,Brasil,53,B_1971_MID
1829,Chile,59,C_1965_UPPER
1524,Brazil,36,B_1988_UPPER
4593,Mexico,-1,M_X_MID
1898,uruguay,41,U_1983_LOWER
2004,Brazil,56,B_1968_MID
732,BRA,32,B_1992_MID
585,Argentina,56,A_1968_UPPER
3305,chile,78,C_1946_UPPER
3127,Mexico,-1,M_X_LOWER
2473,Mexico,54,M_1970_UPPER
3494,México,77,M_1947_UPPER
4905,Chile,56,C_1968_UPPER
4988,Argentina,65,A_1959_LOWER
929,chile,67,C_1957_UPPER
343,CH,82,C_1942_MID
1186,uruguay,28,U_1996_LOWER
168,URU,66,U_1958_UPPER
4521,arg,50,A_1974_LOWER
1569,Paraguay,44,P_1980_MID
3806,CH,-1,C_X_LOWER
3528,PAR,-1,P_X_LOWER
1966,argentina,56,A_1968_LOWER
3637,México,41,M_1983_MID
3442,BRA,72,B_1952_UPPER
2106,chile,70,C_1954_UPPER
1448,México,70,M_1954_LOWER
3529,argentina,37,A_1987_UPPER
1652,arg,70,A_1954_LOWER
691,Uruguay,-1,U_X_MID
3958,Uruguay,66,U_1958_UPPER
4884,uruguay,-1,U_X_MID
773,uruguay,75,U_1949_UPPER
